no,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,Average,status
233,female,group A,some college,standard,none,married,sometimes,yes,3,private,> 10,52,55,59,55.33333333,Average
234,female,group C,high school,standard,none,married,regularly,yes,3,private,,59,73,71,67.66666667,Average
235,female,group C,associate's degree,standard,completed,,sometimes,no,4,school_bus,< 5,62,73,72,69,Average
237,female,group C,associate's degree,standard,completed,single,sometimes,yes,3,school_bus,< 5,66,86,88,80,Good
240,female,group C,some high school,free/reduced,none,married,sometimes,no,5,school_bus,10-May,50,65,55,56.66666667,Average
241,female,group B,associate's degree,standard,none,married,sometimes,yes,3,private,< 5,75,81,84,80,Good
242,male,group C,some college,standard,none,married,sometimes,yes,,school_bus,< 5,67,63,59,63,Average
243,male,group C,associate's degree,standard,none,divorced,sometimes,no,2,private,> 10,74,70,63,69,Average
244,female,,master's degree,free/reduced,none,divorced,sometimes,yes,3,private,10-May,73,68,72,71,Average
245,female,group D,master's degree,free/reduced,completed,single,never,yes,1,school_bus,10-May,50,82,80,70.66666667,Average
246,male,group C,high school,free/reduced,completed,married,regularly,yes,1,school_bus,10-May,78,70,75,74.33333333,Average
247,male,group C,master's degree,standard,none,married,never,no,2,school_bus,< 5,65,77,71,71,Average
248,female,group D,high school,free/reduced,none,divorced,sometimes,yes,3,school_bus,10-May,48,54,59,53.66666667,Average
249,female,group C,some college,standard,completed,married,regularly,yes,2,school_bus,< 5,72,79,83,78,Good
250,male,group E,high school,free/reduced,completed,married,regularly,no,3,school_bus,< 5,50,43,42,45,Poor
251,female,group C,some college,free/reduced,completed,married,regularly,yes,0,school_bus,10-May,40,43,54,45.66666667,Poor
252,female,group C,bachelor's degree,standard,none,married,sometimes,yes,,school_bus,,48,50,43,47,Poor
253,male,group B,bachelor's degree,standard,none,married,never,no,4,school_bus,10-May,49,43,43,45,Poor
254,female,group E,bachelor's degree,standard,none,married,sometimes,no,2,private,10-May,87,89,90,88.66666667,Good
255,male,group C,associate's degree,standard,none,,sometimes,yes,1,school_bus,10-May,86,87,85,86,Good
256,male,group B,,standard,,single,sometimes,yes,1,school_bus,> 10,53,54,54,53.66666667,Average
257,female,group A,some college,standard,completed,married,sometimes,yes,3,,< 5,67,76,75,72.66666667,Average
258,male,group C,associate's degree,standard,none,married,sometimes,no,2,private,> 10,76,68,62,68.66666667,Average
259,male,group E,bachelor's degree,free/reduced,none,married,sometimes,yes,3,,10-May,71,63,63,65.66666667,Average
260,female,group E,bachelor's degree,free/reduced,none,divorced,,yes,0,school_bus,10-May,64,72,68,68,Average
261,female,group E,some high school,free/reduced,none,divorced,regularly,yes,3,school_bus,> 10,65,66,73,68,Average
262,male,group B,some college,standard,none,married,regularly,yes,0,private,< 5,84,70,72,75.33333333,Good
263,male,group C,bachelor's degree,standard,completed,married,sometimes,no,1,private,10-May,89,79,82,83.33333333,Good
264,male,group C,some college,standard,completed,,sometimes,no,2,,< 5,81,69,73,74.33333333,Average
265,female,group D,some college,standard,completed,married,sometimes,yes,3,private,10-May,84,96,95,91.66666667,Good
266,male,group E,some college,standard,none,married,never,no,4,private,10-May,72,65,59,65.33333333,Average
267,male,group D,some high school,standard,none,married,sometimes,yes,5,school_bus,10-May,68,64,59,63.66666667,Average
268,male,group B,bachelor's degree,standard,none,single,,no,2,school_bus,10-May,65,66,65,65.33333333,Average
269,male,group E,some college,free/reduced,completed,single,sometimes,yes,0,school_bus,10-May,77,84,81,80.66666667,Good
270,male,group E,some high school,standard,none,divorced,never,no,1,school_bus,10-May,81,73,61,71.66666667,Average
271,male,group B,some college,standard,none,married,sometimes,yes,,school_bus,> 10,48,52,43,47.66666667,Poor
272,female,group A,some high school,free/reduced,none,,regularly,yes,1,school_bus,< 5,47,61,62,56.66666667,Average
273,male,group D,master's degree,free/reduced,completed,divorced,sometimes,yes,1,private,< 5,75,83,83,80.33333333,Good
274,male,group D,associate's degree,free/reduced,completed,married,,,2,private,10-May,68,76,76,73.33333333,Average
275,male,group C,associate's degree,free/reduced,completed,married,sometimes,yes,2,private,10-May,84,78,75,79,Good
276,female,group D,some college,standard,completed,single,regularly,yes,,school_bus,10-May,60,64,71,65,Average
277,male,group D,some college,standard,completed,married,regularly,,0,school_bus,10-May,100,88,92,93.33333333,Good
278,male,group B,some high school,free/reduced,none,married,sometimes,no,1,private,,47,59,54,53.33333333,Average
279,female,group D,some college,free/reduced,none,married,sometimes,yes,5,private,,35,52,46,44.33333333,Poor
280,male,group C,some high school,free/reduced,none,married,regularly,yes,2,school_bus,10-May,76,74,76,75.33333333,Good
281,male,group C,some college,standard,none,married,sometimes,,2,school_bus,10-May,69,60,62,63.66666667,Average
282,male,group B,some college,standard,none,divorced,sometimes,yes,2,,10-May,56,55,54,55,Average
283,female,,some college,standard,completed,married,sometimes,yes,3,private,10-May,77,85,90,84,Good
284,male,group A,high school,standard,none,married,sometimes,yes,3,school_bus,10-May,41,40,34,38.33333333,Poor
285,male,group A,some high school,free/reduced,none,married,sometimes,no,2,school_bus,10-May,42,44,42,42.66666667,Poor
286,female,,high school,free/reduced,completed,married,sometimes,yes,3,school_bus,< 5,57,65,64,62,Average
287,male,group B,some college,free/reduced,completed,married,sometimes,no,2,,10-May,57,62,60,59.66666667,Average
288,male,group D,some high school,standard,none,married,regularly,yes,4,school_bus,< 5,64,53,54,57,Average
289,male,group C,,standard,completed,married,sometimes,no,2,,10-May,67,69,68,68,Average
290,female,group E,some college,standard,none,married,regularly,yes,1,school_bus,< 5,96,96,98,96.66666667,Good
291,female,group D,some high school,standard,none,divorced,sometimes,no,1,school_bus,10-May,62,60,65,62.33333333,Average
292,male,group C,some college,standard,none,divorced,sometimes,yes,3,private,10-May,81,76,69,75.33333333,Good
293,female,group C,associate's degree,free/reduced,none,single,sometimes,yes,,,10-May,50,57,61,56,Average
294,female,,some college,free/reduced,none,single,sometimes,yes,2,school_bus,10-May,49,70,64,61,Average
295,male,group D,associate's degree,standard,none,divorced,sometimes,yes,2,private,< 5,63,58,55,58.66666667,Average
296,female,group C,bachelor's degree,standard,completed,married,regularly,no,1,school_bus,< 5,93,92,100,95,Good
297,male,group C,,free/reduced,none,married,,yes,5,school_bus,10-May,71,64,62,65.66666667,Average
298,female,,bachelor's degree,free/reduced,completed,married,sometimes,no,,school_bus,> 10,67,87,82,78.66666667,Good
299,female,group D,some high school,standard,none,single,regularly,,1,private,> 10,53,58,58,56.33333333,Average
300,male,group C,some high school,standard,completed,married,regularly,no,2,private,< 5,67,56,61,61.33333333,Average
301,male,group C,master's degree,free/reduced,completed,single,regularly,no,3,,< 5,53,58,55,55.33333333,Average
302,male,group B,associate's degree,standard,none,,never,no,2,private,> 10,68,46,50,54.66666667,Average
303,male,group D,some college,free/reduced,none,married,regularly,yes,3,school_bus,10-May,83,77,67,75.66666667,Good
304,female,group C,associate's degree,standard,completed,single,sometimes,no,1,school_bus,10-May,70,83,85,79.33333333,Good
306,male,group A,some college,standard,none,married,sometimes,no,1,school_bus,< 5,85,79,77,80.33333333,Good
307,male,group C,bachelor's degree,standard,none,single,regularly,yes,1,school_bus,10-May,89,86,72,82.33333333,Good
308,female,group E,high school,standard,none,married,regularly,no,7,school_bus,10-May,53,45,52,50,Poor
309,male,group B,associate's degree,standard,,married,sometimes,yes,1,school_bus,10-May,77,85,88,83.33333333,Good
310,male,group C,bachelor's degree,standard,completed,single,sometimes,yes,1,private,< 5,70,69,67,68.66666667,Average
311,female,group C,some high school,free/reduced,completed,single,sometimes,yes,2,school_bus,10-May,50,49,50,49.66666667,Poor
313,male,,some high school,standard,none,divorced,sometimes,yes,0,school_bus,10-May,81,60,64,68.33333333,Average
314,female,group C,master's degree,free/reduced,none,widowed,sometimes,yes,0,school_bus,< 5,45,60,59,54.66666667,Average
315,male,group E,some high school,standard,none,single,sometimes,no,1,,< 5,70,67,64,67,Average
316,female,group B,associate's degree,standard,completed,widowed,regularly,no,2,school_bus,10-May,86,91,91,89.33333333,Good
317,male,group B,some college,standard,completed,married,sometimes,no,2,school_bus,10-May,79,72,76,75.66666667,Good
318,female,group B,,standard,none,single,regularly,yes,3,private,10-May,60,57,61,59.33333333,Average
319,female,group C,bachelor's degree,standard,none,married,sometimes,yes,1,private,10-May,60,76,78,71.33333333,Average
320,male,group B,master's degree,standard,completed,single,regularly,no,1,school_bus,10-May,75,84,77,78.66666667,Good
321,female,,some high school,free/reduced,none,married,sometimes,yes,1,private,< 5,49,64,58,57,Average
322,male,group C,,standard,completed,married,sometimes,no,1,school_bus,< 5,82,76,81,79.66666667,Good
323,female,group D,some college,free/reduced,none,married,sometimes,yes,,school_bus,10-May,43,48,50,47,Poor
324,male,group C,high school,standard,none,married,never,yes,2,private,10-May,78,76,66,73.33333333,Average
325,male,group D,high school,standard,none,married,sometimes,yes,0,private,< 5,75,72,71,72.66666667,Average
326,male,,some high school,free/reduced,none,widowed,regularly,yes,2,private,10-May,54,56,50,53.33333333,Average
327,female,,high school,standard,none,,sometimes,yes,3,,< 5,81,80,77,79.33333333,Good
328,female,group C,high school,standard,completed,married,sometimes,yes,4,school_bus,10-May,47,61,73,60.33333333,Average
329,male,group E,some college,free/reduced,none,married,sometimes,yes,2,school_bus,10-May,45,43,37,41.66666667,Poor
330,female,group D,master's degree,standard,none,widowed,sometimes,no,3,school_bus,< 5,76,97,94,89,Good
331,female,group C,some college,standard,completed,married,sometimes,yes,,school_bus,10-May,49,59,60,56,Average
332,male,group B,some college,free/reduced,none,divorced,,yes,6,school_bus,10-May,52,57,52,53.66666667,Average
333,male,group C,high school,standard,none,divorced,sometimes,yes,2,school_bus,< 5,54,54,41,49.66666667,Poor
334,female,group D,high school,free/reduced,completed,married,sometimes,no,2,school_bus,< 5,46,57,62,55,Average
335,female,group B,high school,standard,completed,divorced,never,yes,0,private,10-May,76,87,86,83,Good
336,male,group E,some high school,free/reduced,completed,married,,,4,private,10-May,59,59,50,56,Average
337,female,group D,some high school,standard,completed,divorced,sometimes,yes,1,school_bus,< 5,64,75,76,71.66666667,Average
338,female,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,3,private,10-May,59,71,67,65.66666667,Average
339,female,group D,high school,standard,none,married,regularly,yes,2,school_bus,10-May,67,73,74,71.33333333,Average
340,male,group B,associate's degree,standard,none,married,never,yes,1,private,> 10,79,68,59,68.66666667,Average
341,male,,bachelor's degree,free/reduced,none,divorced,regularly,yes,0,school_bus,< 5,74,70,69,71,Average
342,male,group B,high school,free/reduced,none,divorced,sometimes,yes,2,school_bus,< 5,47,49,35,43.66666667,Poor
343,female,group D,bachelor's degree,free/reduced,completed,,sometimes,yes,4,school_bus,10-May,68,87,88,81,Good
344,female,group C,some college,free/reduced,none,married,regularly,no,6,school_bus,< 5,33,51,49,44.33333333,Poor
345,female,group D,associate's degree,standard,none,married,regularly,yes,2,private,10-May,70,78,80,76,Good
346,female,group D,some high school,standard,none,married,,no,3,private,< 5,58,75,71,68,Average
347,female,group B,master's degree,standard,none,divorced,regularly,no,1,school_bus,10-May,76,77,79,77.33333333,Good
348,male,group E,bachelor's degree,free/reduced,none,divorced,sometimes,no,1,school_bus,10-May,81,81,75,79,Good
349,male,group D,some college,free/reduced,,married,regularly,no,3,school_bus,10-May,77,70,73,73.33333333,Average
350,male,group B,bachelor's degree,standard,none,single,sometimes,no,3,private,< 5,78,59,60,65.66666667,Average
351,male,group D,high school,standard,none,married,never,yes,1,school_bus,10-May,64,58,59,60.33333333,Average
353,female,group E,high school,standard,none,married,sometimes,no,,private,10-May,57,60,58,58.33333333,Average
354,female,group B,,standard,none,married,sometimes,yes,5,school_bus,< 5,59,71,64,64.66666667,Average
355,female,group C,master's degree,standard,none,married,never,yes,3,private,< 5,61,65,71,65.66666667,Average
356,male,group B,high school,standard,none,single,sometimes,no,2,,< 5,57,47,43,49,Poor
357,female,group D,some college,standard,none,married,sometimes,,2,school_bus,10-May,51,56,53,53.33333333,Average
358,female,group D,master's degree,free/reduced,none,married,regularly,no,4,private,10-May,61,79,87,75.66666667,Good
359,male,group A,bachelor's degree,standard,none,widowed,regularly,yes,,private,> 10,79,69,65,71,Average
360,male,group A,some college,free/reduced,completed,,sometimes,yes,2,school_bus,10-May,73,60,58,63.66666667,Average
361,male,group B,high school,free/reduced,none,,sometimes,no,2,private,< 5,38,39,31,36,Poor
362,male,group C,high school,standard,none,married,sometimes,yes,1,,10-May,54,50,46,50,Poor
363,female,group C,bachelor's degree,standard,none,married,regularly,yes,5,,10-May,51,64,60,58.33333333,Average
364,female,group C,some college,standard,none,married,sometimes,,0,private,< 5,70,60,69,66.33333333,Average
365,male,group C,some college,free/reduced,completed,married,sometimes,yes,1,school_bus,10-May,74,78,80,77.33333333,Good
366,male,group C,associate's degree,free/reduced,none,divorced,never,yes,3,school_bus,10-May,79,61,63,67.66666667,Average
367,female,group E,associate's degree,standard,completed,married,sometimes,yes,3,private,10-May,82,89,100,90.33333333,Good
